Date	Valeur1826617499	284
1826617552	284
1826617552	284
1826617552	284
1826617552	284
1826617552	284
1826617552	284
1826617553	284
1826621163	294
1826621195	306
1826621211	316
1826621227	327
1826621243	339
1826621259	351
1826621275	361
1826621291	372
1826621315	385
1826621339	398
1826621363	410
1826621387	422
1826621411	434
1826621435	445
1826621459	456
1826621483	468
1826621507	480
1826621531	490
1826621563	501
1826621619	512
1826622251	502
1826622282	492
1826622315	481
1826622347	469
1826622379	459
1826622427	448
1826622467	438
1826622507	428
1826622546	418
1826622595	408
1826622651	398
1826622715	388
1826622763	378
1826622819	367
1826622875	357
1826622939	346
1826622987	336
1826623035	325
1826623075	315
1826623115	305
1826623155	295
1826623523	305
1826623547	315
1826623571	326
1826623595	338
1826623611	348
1826623627	358
1826623643	368
1826623659	378
1826623683	391
1826623707	403
1826623739	415
1826623762	425
1826623795	436
1826623827	446
1826623859	456
1826623899	466
1826623930	476
1826623971	487
1826624019	498
1826624066	508
1826624123	519
1826624163	529
1826624203	540
1826624243	550
1839757949	999
1839758076	999
1839758076	999
1839758077	999
1839758077	999
1839758077	999
1839758077	999
1839758078	999
1839768963	987
1839768996	976
1839769027	964
1839769067	954
1839769108	944
1839769180	934
1839769243	924
1839769324	914
1839769387	904
1839903299	897
1839903370	897
1839903370	897
1839903370	897
1839903370	897
1839903370	897
1839903370	897
1839903371	897
1839980797	897
1839980890	897
1839980890	897
1839980890	897
1839980890	897
1839980891	897
1839980891	897
1839980891	897
1840761673	885
1840761696	870
1840761712	857
1840761728	844
1840761744	833
1840761760	823
1840761784	808
1840761801	798
1840761816	786
1840761832	776
1840761856	766
1840762736	779
1840762753	792
1840762760	802
1840762769	814
1840762776	827
1840762784	842
1840762793	856
1840762800	870
1840762808	883
1840762817	894
1840762832	911
1840762856	922
1840824552	911
1840824568	901
1840824584	889
1840824600	873
1840824616	857
1840824632	841
1840824648	831
1840831296	841
1840831320	854
1840831336	866
1840831352	879
1840831368	889
1840831392	899
1840831424	912
1840831448	925
1840831472	939
1840831496	953
1840831512	964
1840831528	978
1840831544	993
1840833776	982
1840833792	971
1840833808	960
1840833824	949
1840833840	937
1840833856	926
1840833872	915
1840833888	905
1840833904	895
1840833920	885
1840833936	875
1840833960	861
1840833976	851
1840834000	837
1840834024	825
1840834048	814
1840834080	804
1840834784	815
1840834808	827
1840834832	842
1840834848	853
1840834864	865
1840834880	880
1840834896	899
1840834904	910
1840834912	921
1840834919	931
1840834936	949
1840834944	959
1840834959	976
1840834975	992
1840835951	978
1840835968	963
1840835984	949
1840836000	934
1840836015	916
1840836032	898
1840836047	882
1840836063	869
1840836088	859
1840836920	871
1840836936	882
1840836952	901
1840836960	912
1840836968	924
1840836977	935
1840836984	947
1840836992	958
1840837000	969
1840837008	981
1840837016	991
1842645403	999
1842645472	999
1842645472	999
1842645472	999
1842645473	999
1842645473	999
1842645473	999
1842645473	999
1995951227	1
1995951342	1
1995951342	1
1995951343	1
1995951343	1
1995951343	1
1995951343	1
1995951343	1
1995951345	1
1995951345	1
1995951346	1
1995951347	1
1995951355	1
1995951379	1
1995951395	1
1995951411	1
1995951443	1
1995951475	0
1995951658	0
1995951954	0
1995952667	12
1995952691	23
1995952723	33
1995952835	22
1995952939	12
1995953531	22
1995953635	32
1995953771	22
1995954643	12
1995954754	735
1995954762	977
1995954819	964
1995954827	894
1995954835	822
1995954843	758
1995954851	699
1995954859	646
1995954867	596
1995954875	551
1995954883	509
1995954891	471
1995954899	436
1995954907	404
1995954915	374
1995954923	346
1995954931	321
1995954939	297
1995954947	276
1995954955	255
1995954963	237
1995954971	220
1995954979	204
1995954987	190
1995954987	190
1995954995	176
1995955003	164
1995955010	152
1995955018	142
1995955026	132
1995955034	122
1995955051	106
1995955067	92
1995955083	80
1995955099	70
1995955122	57
1995955147	47
1995955179	37
1995955227	27
1995955243	722
1995955251	977
1995956843	977
1995958067	967
1995958115	957
1995958155	947
1995958187	936
1995958219	925
1995958250	913
1995958275	903
1995958299	892
1995958323	881
1995958347	870
1995958371	858
1995958395	847
1995958427	835
1995958451	825
1995958474	814
1995958498	804
1995958554	794
1995963803	783
1995963834	769
1995963851	759
1995963866	746
1995963883	729
1995963898	714
1995963915	702
1995963947	691
1995964002	681
1995974570	670
1995974618	660
1995974658	648
1995974691	636
1995974731	626
1995974779	616
1995974818	606
1995974890	596
1996052689	595
1996052793	595
1996052794	595
1996052794	595
1996052794	595
1996052795	595
1996052795	595
1996052795	595
1996054322	583
1996054346	568
1996054363	555
1996054379	541
1996054395	528
1996054410	514
1996054427	501
1996054443	486
1996054458	472
1996054474	460
1996054490	448
1996054514	434
1996054538	424
1996054611	414
1996055275	424
1996055306	436
1996055330	446
1996055355	457
1996055379	471
1996055395	481
1996055411	491
1996055435	504
1996055458	514
1996055490	524
1996055531	537
1996055554	547
1996055578	558
1996055602	569
1996055658	579
